time,CH0_raw,CH1_raw,CH2_raw
0.427,32788.03059767509,32767.65068007139,32782.93561827417
0.428,32788.03059767509,32768.669675951576,32783.95461415435
0.429,32788.03059767509,32768.669675951576,32780.8976265138
0.43,32788.03059767509,32768.669675951576,32782.93561827417
0.431,32787.011601794904,32769.68867183176,32780.8976265138
0.432,32789.049593555275,32767.65068007139,32782.93561827417
0.433,32789.049593555275,32768.669675951576,32783.95461415435
0.434,32789.049593555275,32767.65068007139,32781.91662239398
0.435,32788.03059767509,32769.68867183176,32781.91662239398
0.436,32789.049593555275,32768.669675951576,32782.93561827417
0.437,32788.03059767509,32770.70766771195,32780.8976265138
0.438,32789.049593555275,32768.669675951576,32779.87863063361
0.439,32789.049593555275,32767.65068007139,32783.95461415435
0.44,32788.03059767509,32767.65068007139,32779.87863063361
0.441,32788.03059767509,32769.68867183176,32781.91662239398
0.442,32788.03059767509,32770.70766771195,32782.93561827417
0.443,32788.03059767509,32768.669675951576,32783.95461415435
0.444,32788.03059767509,32766.631684191205,32781.91662239398
0.445,32788.03059767509,32766.631684191205,32780.8976265138
0.446,32788.03059767509,32767.65068007139,32784.97361003453
0.447,32788.03059767509,32766.631684191205,32782.93561827417
0.448,32788.03059767509,32767.65068007139,32784.97361003453
0.449,32788.03059767509,32767.65068007139,32782.93561827417
0.45,32789.049593555275,32767.65068007139,32783.95461415435
0.451,32789.049593555275,32767.65068007139,32780.8976265138
0.452,32788.03059767509,32767.65068007139,32782.93561827417
0.453,32787.011601794904,32767.65068007139,32783.95461415435
0.454,32787.011601794904,32769.68867183176,32782.93561827417
0.455,32789.049593555275,32765.61268831102,32780.8976265138
0.456,32788.03059767509,32768.669675951576,32782.93561827417
0.457,32788.03059767509,32767.65068007139,32785.99260591472
0.458,32788.03059767509,32766.631684191205,32782.93561827417
0.459,32788.03059767509,32767.65068007139,32781.91662239398
0.46,32790.06858943546,32768.669675951576,32781.91662239398
0.461,32788.03059767509,32769.68867183176,32787.011601794904
0.462,32788.03059767509,32767.65068007139,32782.93561827417
0.463,32790.06858943546,32766.631684191205,32781.91662239398
0.464,32784.97361003453,32767.65068007139,32783.95461415435
0.465,32789.049593555275,32767.65068007139,32781.91662239398
0.466,32788.03059767509,32766.631684191205,32779.87863063361
0.467,32789.049593555275,32769.68867183176,32780.8976265138
0.468,32789.049593555275,32766.631684191205,32780.8976265138
0.469,32788.03059767509,32767.65068007139,32783.95461415435
0.47,32791.08758531565,32767.65068007139,32782.93561827417
0.471,32788.03059767509,32767.65068007139,32781.91662239398
0.472,32789.049593555275,32767.65068007139,32781.91662239398
0.473,32788.03059767509,32770.70766771195,32781.91662239398
0.474,32789.049593555275,32766.631684191205,32785.99260591472
