Time,L_Fx,L_Fy,L_Fz,L_Mx,L_My,L_Mz,R_Fx,R_Fy,R_Fz,R_Mx,R_My,R_Mz
0.1700,2.12,1.97,4.25,0.03,0.21,-0.08,-0.08,1.48,2.34,0.40,0.08,0.29
0.1710,1.81,1.81,5.49,0.31,0.18,0.04,-0.08,1.95,1.40,0.30,0.08,0.25
0.1720,1.97,2.12,7.36,0.40,0.39,0.20,-0.39,1.48,1.09,0.40,0.08,0.22
0.1730,2.28,2.43,5.80,0.26,0.24,0.09,-0.23,1.64,1.40,0.44,0.05,0.29
0.1740,1.81,2.28,6.11,0.22,0.27,0.02,-0.23,0.70,1.09,0.40,0.08,0.22
0.1750,1.50,2.28,5.80,0.31,0.49,0.06,-0.08,0.39,1.40,0.44,0.08,0.20
0.1760,1.97,2.12,5.18,0.08,0.24,-0.10,-0.08,0.70,1.40,0.35,0.05,0.22
0.1770,1.81,2.28,5.80,0.36,0.30,0.11,-0.23,0.70,2.03,0.35,0.02,0.25
0.1780,2.12,2.12,7.05,0.36,0.49,0.25,0.24,1.17,1.40,0.44,0.11,0.22
0.1790,2.43,2.28,5.80,0.31,0.30,-0.12,0.08,1.64,0.78,0.44,0.05,0.32
0.1800,2.43,2.12,6.11,0.12,0.36,0.06,0.08,1.32,1.09,0.44,-0.02,0.29
0.1810,1.50,2.59,5.49,0.17,0.42,0.06,0.08,1.48,1.72,0.40,0.05,0.29
0.1820,1.81,2.28,5.49,0.22,0.24,0.02,-0.08,1.48,1.72,0.44,0.11,0.20
0.1830,1.81,2.28,5.49,0.31,0.21,0.02,-0.08,1.01,1.40,0.40,0.08,0.22
0.1840,1.97,1.97,5.80,0.26,0.30,0.11,-0.08,1.01,1.40,0.54,0.08,0.25
0.1850,2.28,2.12,4.87,0.08,0.14,-0.08,-0.23,0.70,1.72,0.44,0.02,0.20
0.1860,1.66,2.12,5.80,0.17,0.33,0.06,-0.08,0.70,1.72,0.40,0.08,0.29
0.1870,1.97,2.12,4.56,0.17,0.05,-0.01,-0.39,0.70,1.72,0.40,0.08,0.22
0.1880,1.81,2.12,4.87,0.17,0.24,0.09,-0.39,0.86,1.72,0.44,0.08,0.20
0.1890,1.81,2.28,6.11,0.12,0.30,0.09,-0.23,1.48,1.09,0.44,0.08,0.25
0.1900,1.19,2.28,6.73,0.22,0.46,0.20,-0.23,1.48,0.78,0.49,0.08,0.20
0.1910,1.81,2.12,5.18,0.03,0.18,-0.05,-0.23,1.32,1.40,0.40,0.02,0.27
0.1920,1.97,1.97,4.87,0.17,0.36,-0.08,0.24,1.48,0.78,0.40,0.02,0.25
0.1930,2.59,2.12,7.36,0.50,0.61,0.18,-0.08,0.86,1.40,0.40,0.02,0.25
0.1940,1.66,1.97,5.80,0.26,0.24,0.06,0.08,1.01,1.72,0.40,0.02,0.32
0.1950,1.35,2.28,7.36,0.22,0.49,0.20,-0.08,0.70,1.09,0.40,0.02,0.29
0.1960,2.28,2.59,7.05,0.36,0.64,0.18,-0.39,1.17,1.72,0.40,0.08,0.27
0.1970,1.50,1.97,4.56,0.17,0.27,-0.05,-0.39,1.01,2.03,0.30,0.02,0.25
0.1980,2.12,1.97,4.87,0.36,0.30,-0.01,-0.23,0.86,1.09,0.44,0.05,0.22
0.1990,2.12,2.59,5.18,0.45,0.42,0.13,-0.23,1.17,1.09,0.40,0.05,0.22
0.2000,2.43,2.43,6.42,0.31,0.55,0.16,-0.39,1.64,1.09,0.35,0.08,0.25
0.2010,1.81,2.28,6.11,0.26,0.39,0.02,-0.39,1.01,1.09,0.44,0.05,0.27
0.2020,2.12,1.97,7.05,0.45,0.49,0.06,0.08,1.17,1.09,0.35,0.11,0.22
0.2030,1.97,2.12,6.11,0.22,0.18,-0.17,-0.23,0.86,1.40,0.44,0.11,0.29
0.2040,1.97,2.12,5.80,0.17,0.30,-0.03,-0.23,0.70,1.72,0.40,0.08,0.25
0.2050,1.97,2.43,5.80,0.31,0.49,0.16,0.08,0.70,0.78,0.35,0.08,0.25
